psgc;income_class;year;current_operating_income_local_tax_real_property_general;current_operating_income_local_tax_real_property_special_education;current_operating_income_local_tax_real_property_total;current_operating_income_local_tax_business;current_operating_income_local_tax_other;current_operating_income_local_tax_total;current_operating_income_local_nontax_regulatory_fees;current_operating_income_local_nontax_service_user_charges;current_operating_income_local_nontax_economic_enterprise_receipts;current_operating_income_local_nontax_other_receipts;current_operating_income_local_nontax_total;current_operating_income_local_total;current_operating_income_external_national_tax_allotment;current_operating_income_external_national_tax_other_shares;current_operating_income_external_interlocal_transfers;current_operating_income_external_extraordinary_donations;current_operating_income_external_total;current_operating_income_total;current_operating_expenditures_general_public_services;current_operating_expenditures_social_services_manpower_development;current_operating_expenditures_social_services_health_nutrition_population;current_operating_expenditures_social_services_labor_employment;current_operating_expenditures_social_services_housing_community_development;current_operating_expenditures_social_services_welfare;current_operating_expenditures_social_services_total;current_operating_expenditures_economic_services;current_operating_expenditures_debt_services;current_operating_expenditures_total;net_operating_income;non_income_receipts_capital_investment_asset_sale_proceeds;non_income_receipts_capital_investment_others_debt_securities_sales_proceeds;non_income_receipts_capital_investment_loans_receivable_collections;non_income_receipts_capital_investment_total;non_income_receipts_loans_borrowings_loans_acquisitions;non_income_receipts_loans_borrowings_bonds_issuance;non_income_receipts_loans_borrowings_total;non_income_receipts_others;non_income_receipts_total;nonoperating_expenditures_capital_investment_property_plant_equipment;nonoperating_expenditures_capital_investment_other_entities_debt_securities;nonoperating_expenditures_capital_investment_other_entities_grant_loan;nonoperating_expenditures_capital_investment_total;nonoperating_expenditures_debt_service_loan_amortization_payment;nonoperating_expenditures_debt_service_retirement_bonds_redemption_debt_securities;nonoperating_expenditures_debt_service_total;nonoperating_expenditures_other;nonoperating_expenditures_total;funds_net_increase;cash_balance_beginning;fund_available;accounts_payable_payment_of_prior_years;continuing_appropriation;fund_balance
0600600000;2nd;2023;27679247.08;39396265.37;67075512.45;5914479.16;7978462.86;80968454.47;3581774.62;117303017.49;0.00;3517889.95;124402682.06;205371136.53;1645648281.96;1139258961.16;0.00;169049131.57;2953956374.69;3159327511.22;387540624.20;28491281.78;737111523.94;0.00;0.00;28695839.13;794298644.85;223005455.02;0.00;1404844724.07;1754482787.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6868204.17;0.00;0.00;6868204.17;0.00;0.00;0.00;698303451.95;705171656.12;1049311131.03;2834429055.06;3883740186.09;323395008.60;110061029.78;3450284147.71
0601900000;1st;2023;15392953.94;21982115.53;37375069.47;3658072.51;2742334.14;43775476.12;64000.00;418090705.88;0.00;2785365.34;420940071.22;464715547.34;1839711998.04;828191.52;35000000.00;0.00;1875540189.56;2340255736.90;760759128.75;18388215.58;758370513.03;0.00;0.00;149862573.01;926621301.62;159881784.16;2568242.80;1849830457.33;490425279.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5286663.48;5286663.48;779388297.73;0.00;0.00;779388297.73;54078217.68;0.00;54078217.68;0.00;833466515.41;-337754572.36;1960840770.91;1623086198.55;184181612.96;118515417.41;1320389168.18
0607900000;4th;2023;15234211.76;19896776.74;35130988.50;1252586.60;3637546.76;40021121.86;1482217.56;4744154.42;173495799.88;3681072.34;183403244.20;223424366.06;864830555.04;377382.38;62000000.00;0.00;927207937.42;1150632303.48;429934906.56;13523954.09;63128637.35;0.00;0.00;27817707.96;104470299.40;396974489.97;11269932.54;942649628.47;207982675.01;0.00;0.00;0.00;0.00;89032794.00;0.00;89032794.00;159568735.52;248601529.52;145086116.02;0.00;0.00;145086116.02;23231437.56;0.00;23231437.56;0.00;168317553.58;288266650.95;565465107.93;853731758.88;57074505.63;107207353.05;689449900.20
0603000000;1st;2023;205906953.17;288634445.24;494541398.41;22899888.85;85380247.31;602821534.57;2265050.00;79667131.53;562696596.13;22804428.26;667433205.92;1270254740.49;3550654335.96;0.00;0.00;2569647.56;3553223983.52;4823478724.01;1166542334.99;138143801.65;471883074.59;0.00;0.00;83978113.26;694004989.50;1321912445.68;0.00;3182459770.17;1641018953.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;267752276.45;267752276.45;643679889.54;0.00;0.00;643679889.54;0.00;0.00;0.00;218281165.65;861961055.19;1046810175.10;6257372181.93;7304182357.03;322860689.37;653762033.70;6327559633.96
0604500000;1st;2023;70404551.34;109813367.70;180217919.04;53964668.09;13436617.22;247619204.35;3823057.74;726817052.38;262247640.94;18467547.61;1011355298.67;1258974503.02;4617051444.96;103162.50;0.00;0.00;4617154607.46;5876129110.48;1401936043.57;140753290.74;1358642970.80;0.00;0.00;81186005.05;1580582266.59;471612494.29;7999287.84;3462130092.29;2413999018.19;2422209.22;0.00;0.00;2422209.22;322905941.64;0.00;322905941.64;23497185.47;348825336.33;257102468.59;0.00;0.00;257102468.59;325520891.84;0.00;325520891.84;0.00;582623360.43;2180200994.09;5430140958.20;7610341952.29;1541470844.94;506380863.92;5562490243.43
0701200000;1st;2023;63690237.94;90803273.85;154493511.79;16620177.34;18511100.03;189624789.16;0.00;64806341.25;6811815.25;74897162.07;146515318.57;336140107.73;2817978308.04;603592.87;0.00;0.00;2818581900.91;3154722008.64;703187905.39;19397600.27;570333377.15;3443020.39;0.00;68984788.77;662158786.58;282011413.31;2201370.00;1649559475.28;1505162533.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7993904.41;7993904.41;113328610.06;0.00;0.00;113328610.06;26847288.00;0.00;26847288.00;0.00;140175898.06;1372980539.71;3430682464.94;4803663004.65;309244473.17;582691464.87;3911727066.61
0702200000;1st;2023;227821760.42;324943489.28;552765249.70;156787304.34;95797388.96;805349943.00;232494130.56;331948709.01;146746115.57;83464236.01;794653191.15;1600003134.15;4982325498.96;7437280.06;0.00;0.00;4989762779.02;6589765913.17;1292973266.03;519082506.19;1019628128.75;0.00;0.00;312704952.73;1851415587.67;985083836.39;0.00;4129472690.09;2460293223.08;32995000.00;0.00;0.00;32995000.00;0.00;0.00;0.00;894589219.16;927584219.16;1138312679.34;0.00;0.00;1138312679.34;0.00;0.00;0.00;3854463991.20;4992776670.54;-1604899228.30;8167672782.58;6562773554.28;0.00;145980348.70;6416793205.58
0704600000;1st;2023;35873414.28;51235230.99;87108645.27;3238960.63;11914862.96;102262468.86;2920960.00;290691940.74;0.00;5279498.89;298892399.63;401154868.49;2942803500.00;8516374.02;601501.52;0.00;2951921375.54;3353076244.03;576614161.90;27743574.93;760167602.53;0.00;0.00;125736491.88;913647669.34;215814319.99;8015340.67;1714091491.90;1638984752.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;203008308.11;203008308.11;25240526.71;0.00;0.00;25240526.71;26780517.48;0.00;26780517.48;399969596.75;451990640.94;1390002419.30;5406159355.29;6796161774.59;560198263.84;408881209.98;5827082300.77
0706100000;5th;2023;7797283.37;11498916.20;19296199.57;647453.82;1309847.30;21253500.69;0.00;62796128.09;4549673.50;1889241.51;69235043.10;90488543.79;732185466.00;138694.38;0.00;16910.00;732341070.38;822829614.17;157393271.47;10478685.70;257550144.40;0.00;0.00;22593631.95;290622462.05;70783543.45;20576150.22;539375427.19;283454186.98;0.00;0.00;0.00;0.00;111958600.00;0.00;111958600.00;58739766.49;170698366.49;14819052.88;0.00;0.00;14819052.88;0.00;0.00;0.00;75490513.41;90309566.29;363842987.18;898295152.49;1262138139.67;60445237.36;242472284.40;959220617.91
0807800000;4th;2023;3491864.31;4260963.09;7752827.40;2267320.84;1843735.69;11863883.93;1726118.50;133934429.14;888244.67;1084253.77;137633046.08;149496930.01;845406030.96;735896.82;0.00;0.00;846141927.78;995638857.79;257092840.15;3346800.00;266875551.56;0.00;0.00;25977012.93;296199364.49;65682940.03;765276.98;619740421.65;375898436.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;187179435.16;0.00;0.00;187179435.16;11058910.40;0.00;11058910.40;16453364.27;214691709.83;161206726.31;545162957.26;706369683.57;84643.00;13863822.65;692421217.92
0802600000;2nd;2023;6054759.10;8162878.96;14217638.06;2712066.72;673938.50;17603643.28;347600.00;65365094.43;0.00;3913268.02;69625962.45;87229605.73;1771595625.96;1407427.20;6911360.80;0.00;1779914413.96;1867144019.69;585552946.13;11264634.52;261676396.78;0.00;0.00;5024392.89;277965424.19;82548567.50;0.00;946066937.82;921077081.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;161321937.66;161321937.66;136244325.99;0.00;0.00;136244325.99;0.00;0.00;0.00;223435110.07;359679436.06;722719583.47;2602180117.42;3324899700.89;349230684.93;191178945.66;2784490070.30
0803700000;1st;2023;54846879.60;79117915.68;133964795.28;37060326.68;24963195.09;195988317.05;2208479.00;461131297.34;0.00;55943517.06;519283293.40;715271610.45;3113883135.96;11250632.50;0.08;0.00;3125133768.54;3840405378.99;596172803.69;37861249.87;649947587.49;0.00;9045623.42;27612021.87;724466482.65;413232945.93;63792417.43;1797664649.70;2042740729.29;0.00;0.00;0.00;0.00;200313441.12;0.00;200313441.12;255502177.18;455815618.30;309065498.74;0.00;0.00;309065498.74;35649915.08;0.00;35649915.08;522461863.43;867177277.25;1631379070.34;4987171659.98;6618550730.32;456263597.58;718540102.75;5443747029.99
0804800000;2nd;2023;14733258.20;21047511.72;35780769.92;8920821.75;1954690.54;46656282.21;1163765.50;186431784.61;0.00;3026846.62;190622396.73;237278678.94;1814473529.04;0.00;20585674.84;9527500.96;1844586704.84;2081865383.78;538407342.81;16947464.50;691178828.72;0.00;0.00;98367910.07;806494203.29;144973560.85;19759909.46;1509635016.41;572230367.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3213385.58;3213385.58;434180542.42;0.00;0.00;434180542.42;68328129.44;0.00;68328129.44;0.00;502508671.86;72935081.09;2879374040.12;2952309121.21;0.00;324813267.77;2627495853.44
0806000000;1st;2023;6301254.85;8914819.71;15216074.56;3204760.66;482494.90;18903330.12;143130.00;347779122.40;0.00;3975449.93;351897702.33;370801032.45;2327079768.00;762455.42;10000000.00;0.00;2337842223.42;2708643255.87;303892360.56;41750875.48;1071836998.29;56889009.51;0.00;108722710.45;1279199593.73;166233143.81;59082474.87;1808407572.97;900235682.90;0.00;0.00;0.00;0.00;519310821.07;0.00;519310821.07;11365114.34;530675935.41;345979512.68;0.00;0.00;345979512.68;-1288365.64;0.00;-1288365.64;83406047.31;428097194.35;1002814423.96;1018512745.60;2021327169.56;103197976.12;854443805.17;1063685388.27
0806400000;3rd;2023;8141619.78;11630885.40;19772505.18;9266383.67;2313785.71;31352674.56;1509100.00;123263788.78;48783257.10;7210969.83;180767115.71;212119790.27;1306573175.04;397195.69;0.00;2432675.14;1309403045.87;1521522836.14;379319182.03;6069636.85;214881703.70;1567963.40;0.00;30962153.04;253481456.99;135688328.78;27988186.03;796477153.83;725045682.31;0.00;0.00;0.00;0.00;381077086.63;0.00;381077086.63;3941346.45;385018433.08;189799490.97;0.00;0.00;189799490.97;48555647.31;0.00;48555647.31;384990908.93;623346047.21;486718068.18;1698099517.31;2184817585.49;161053406.25;539671997.28;1484092181.96
0907200000;1st;2023;21710533.66;31296434.58;53006968.24;8087817.46;4801916.19;65896701.89;105500.00;51097259.29;0.00;5828093.02;57030852.31;122927554.20;2791514690.04;317678.16;1002389.01;35984207.11;2828818964.32;2951746518.52;1318540854.38;7765715.13;453304428.29;0.00;0.00;63576109.84;524646253.26;236913814.78;51159602.62;2131260525.04;820485993.48;0.00;0.00;0.00;0.00;87345737.22;0.00;87345737.22;66114740.05;153460477.27;465424704.05;0.00;0.00;465424704.05;164123422.70;0.00;164123422.70;9184896.27;638733023.02;335213447.73;1057188853.90;1392402301.63;28115195.93;513498045.20;850789060.50
0907300000;1st;2023;30168617.31;40639211.21;70807828.52;28750709.10;1167172.95;100725710.57;7909960.73;120016875.12;7351390.21;78567372.24;213845598.30;314571308.87;2389094148.96;4073828.60;0.00;0.00;2393167977.56;2707739286.43;868901429.01;46715702.39;349869021.49;0.00;0.00;16741879.09;413326602.97;119426443.33;4696947.02;1406351422.33;1301387864.10;0.00;0.00;31579503.80;31579503.80;0.00;0.00;0.00;179911406.61;211490910.41;118610208.60;0.00;59333024.94;177943233.54;51182057.40;0.00;51182057.40;109931449.90;339056740.84;1173822033.67;3146885434.80;4320707468.47;413275838.72;666617555.88;3240814073.87
0908300000;2nd;2023;9621571.34;14734290.91;24355862.25;7168801.22;1574037.33;33098700.80;6617786.65;37655375.89;0.00;2139831.45;46412993.99;79511694.79;1836229407.96;1085314.53;0.00;0.00;1837314722.49;1916826417.28;709062939.87;12815086.56;370491427.52;0.00;0.00;24348576.59;407655090.67;224530516.43;17223651.56;1358472198.53;558354218.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46229583.57;46229583.57;89240620.54;0.00;0.00;89240620.54;123803029.85;0.00;123803029.85;3352298.36;216395948.75;388187853.57;1141040629.25;1529228482.82;226613769.34;367532340.74;935082372.74
1001300000;1st;2023;100196062.53;119082111.21;219278173.74;34734317.35;8576388.61;262588879.70;170562401.72;557822966.87;0.00;43039387.80;771424756.39;1034013636.09;3804274836.96;9084358.07;0.00;0.00;3813359195.03;4847372831.12;1327582956.91;13512258.24;1322903701.02;0.00;10545171.23;282100743.74;1629061874.23;426760934.58;0.00;3383405765.72;1463967065.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;105482717.15;105482717.15;457499991.62;0.00;0.00;457499991.62;0.00;0.00;0.00;207076657.39;664576649.01;904873133.54;3853906526.99;4758779660.53;703502210.92;42313788.57;4012963661.04
1001800000;5th;2023;4695897.06;6708424.31;11404321.37;2585415.26;642229.14;14631965.77;1544401.00;36898213.69;0.00;14038229.58;52480844.27;67112810.04;705983127.96;0.00;0.00;0.00;705983127.96;773095938.00;209889960.61;7394658.09;34494866.75;1684570.91;0.00;62112706.33;105686802.08;117039123.93;28168402.48;460784289.10;312311648.90;0.00;0.00;0.00;0.00;50332637.96;0.00;50332637.96;475644719.98;525977357.94;160158395.49;0.00;0.00;160158395.49;51480382.41;0.00;51480382.41;530847245.89;742486023.79;95802983.05;660792695.98;756595679.03;118467840.78;8422510.03;629705328.22
1003500000;2nd;2023;78501377.31;112144824.65;190646201.96;6583578.77;1717029.57;198946810.30;722180.00;36669516.44;290266932.47;5989973.13;333648602.04;532595412.34;1808837280.96;4768934.04;0.00;0.00;1813606215.00;2346201627.34;595076556.69;23456707.31;28025117.10;1419038.94;0.00;27332740.73;80233604.08;455621817.52;3343480.34;1134275458.63;1211926168.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;179786000.38;179786000.38;464300492.79;0.00;0.00;464300492.79;6615549.54;0.00;6615549.54;230169462.40;701085504.73;690626664.36;4734950598.27;5425577262.63;123972015.23;471626346.70;4829978900.70
1004200000;2nd;2023;17969761.65;25845171.13;43814932.78;33000457.59;2247783.65;79063174.02;16486994.57;7943155.92;184549351.63;23650385.65;232629887.77;311693061.79;1552829541.96;421070.31;0.00;0.00;1553250612.27;1864943674.06;1102100349.12;8041044.08;24310868.87;0.00;0.00;37661783.60;70013696.55;485824243.91;0.00;1657938289.58;207005384.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;173460764.18;173460764.18;205213529.53;0.00;0.00;205213529.53;0.00;0.00;0.00;130691552.05;335905081.58;44561067.08;1188229378.58;1232790445.66;422144512.14;122160660.16;688485273.36
1004300000;1st;2023;100649217.70;189483347.12;290132564.82;41752730.12;8442719.98;340328014.92;76122079.42;150321803.12;5924674.54;335878.26;232704435.34;573032450.26;2082397769.04;165332434.19;0.00;0.00;2247730203.23;2820762653.49;1073606623.66;38314260.48;809135638.36;10677637.89;0.00;41403439.31;899530976.04;213718122.42;31745871.75;2218601593.87;602161059.62;0.00;0.00;0.00;0.00;338509711.70;0.00;338509711.70;251300087.56;589809799.26;792440711.02;0.00;0.00;792440711.02;10781865.58;0.00;10781865.58;527389208.51;1330611785.11;-138640926.23;1279248252.83;1140607326.60;275317029.72;216415764.94;648874531.94
1108200000;1st;2023;34516851.32;49203826.11;83720677.43;25580242.74;13013220.37;122314140.54;1489897.80;89397326.46;618672480.28;5997254.53;715556959.07;837871099.61;2071292093.04;56188713.07;0.00;0.00;2127480806.11;2965351905.72;995433796.42;11059277.54;52973509.10;0.00;0.00;209567727.85;273600514.49;683459380.69;31048767.64;1983542459.24;981809446.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;232912585.14;232912585.14;90893046.86;0.00;0.00;90893046.86;177068698.95;0.00;177068698.95;296320045.79;564281791.60;650440240.02;903138736.00;1553578976.02;240115745.03;69373250.81;1244089980.18
1102300000;1st;2023;32106993.80;45920625.32;78027619.12;16188475.44;7146799.58;101362894.14;1225220.00;57310613.84;166276836.60;50517.82;224863188.26;326226082.40;2316422186.04;6461.37;0.00;0.00;2316428647.41;2642654729.81;1325193771.72;57523539.01;68974474.76;0.00;0.00;99172616.50;225670630.27;687448301.24;71140389.54;2309453092.77;333201637.04;0.00;0.00;0.00;0.00;264243829.83;0.00;264243829.83;488120268.75;752364098.58;231897931.74;0.00;0.00;231897931.74;166698139.84;0.00;166698139.84;83449861.77;482045933.35;603519802.27;1758017838.92;2361537641.19;517406391.96;388913628.04;1455217621.19
1102400000;1st;2023;54299541.71;96856399.42;151155941.13;2835045.62;6697936.55;160688923.30;190732.50;102667933.20;5653009.00;45797308.51;154308983.21;314997906.51;1639208769.00;6600515.76;72983245.84;25500.00;1718818030.60;2033815937.11;506312928.07;188990912.97;305521855.37;0.00;17063838.41;120757645.71;632334252.46;203281331.85;0.00;1341928512.38;691887424.73;439122.60;0.00;0.00;439122.60;0.00;0.00;0.00;158064193.78;158503316.38;265881693.95;0.00;0.00;265881693.95;91670354.18;0.00;91670354.18;236884222.60;594436270.73;255954470.38;1282597674.20;1538552144.58;132579678.68;123439964.03;1282532501.87
1108600000;4th;2023;36371714.16;51975110.99;88346825.15;1379935.26;648788.84;90375549.25;4000.00;39053117.97;0.00;1892408.60;40949526.57;131325075.82;1219155794.04;139264.34;0.00;10000000.00;1229295058.38;1360620134.20;411646028.42;23519885.47;119377694.35;0.00;0.00;18173990.45;161071570.27;92290675.23;93311832.20;758320106.12;602300028.08;0.00;0.00;1371701.36;1371701.36;0.00;0.00;0.00;286650.74;1658352.10;268349004.83;0.00;0.00;268349004.83;43565000.00;0.00;43565000.00;0.00;311914004.83;292044375.35;839178079.95;1131222455.30;133643245.48;471633518.33;525945691.49
1102500000;1st;2023;18797582.98;26757552.71;45555135.69;6155182.16;4400950.02;56111267.87;5118733.69;345517381.52;0.00;2169573.51;352805688.72;408916956.59;2031089901.96;321124.74;0.00;0.00;2031411026.70;2440327983.29;1010678968.08;43847185.21;630441023.55;1417552.09;0.00;171114888.13;846820648.98;166746439.71;61179138.02;2085425194.79;354902788.50;0.00;0.00;0.00;0.00;478942312.70;0.00;478942312.70;9926075.16;488868387.86;569223789.59;0.00;0.00;569223789.59;114803377.53;0.00;114803377.53;118620.52;684145787.64;159625388.72;707856206.79;867481595.51;127890339.00;125541209.43;614050047.08
1204700000;1st;2023;49509407.49;71749841.73;121259249.22;24343215.49;6184485.12;151786949.83;3094888.30;526721462.78;0.00;29873042.01;559689393.09;711476342.92;3532002905.04;7576347.89;0.00;10000000.00;3549579252.93;4261055595.85;698090117.24;18779639.86;353977867.96;0.00;0.00;692183374.43;1064940882.25;242533018.26;1367067.98;2006931085.73;2254124510.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;552051838.36;0.00;0.00;552051838.36;151452494.26;0.00;151452494.26;424462861.60;1127967194.22;1126157315.90;4386737549.42;5512894865.32;107501813.11;906604505.95;4498788546.26
1208000000;2nd;2023;6869924.13;14989015.64;21858939.77;13312326.50;2742866.15;37914132.42;3675800.00;85229773.63;0.00;11734147.36;100639720.99;138553853.41;1711927068.00;813809.25;0.00;5763947.24;1718504824.49;1857058677.90;499482793.04;32897125.99;418663519.41;600469.83;3733870.29;42709769.75;498604755.27;105298638.60;68276.82;1103454463.73;753604214.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30507027.39;30507027.39;98328395.83;0.00;0.00;98328395.83;5663872.24;0.00;5663872.24;606249885.87;710242153.94;73869087.62;1187534551.26;1261403638.88;114853176.44;36335200.49;1110215261.95
1206300000;1st;2023;75800590.13;111344509.95;187145100.08;24035282.12;22149570.49;233329952.69;914300.00;454061106.34;22351453.95;6261893.14;483588753.43;716918706.12;2223786314.04;997924.74;31438820.00;0.00;2256223058.78;2973141764.90;1160784316.88;84928750.58;681366462.67;0.00;0.00;77548668.82;843843882.07;239139525.10;4497934.84;2248265658.89;724876106.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33358305.00;33358305.00;369225399.03;0.00;0.00;369225399.03;47151954.27;0.00;47151954.27;0.00;416377353.30;341857057.71;1607715021.44;1949572079.15;491545670.58;439407066.40;1018619342.17
1206500000;1st;2023;21587508.66;29505607.23;51093115.89;27677869.28;4915649.05;83686634.22;2645790.00;138152877.98;0.00;33617.30;140832285.28;224518919.50;2279336427.00;198382.50;0.00;0.00;2279534809.50;2504053729.00;713124407.38;24039892.82;668830556.43;0.00;0.00;436141645.20;1129012094.45;298274377.80;60539617.22;2200950496.85;303103232.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40885187.15;0.00;0.00;40885187.15;163767794.32;0.00;163767794.32;0.00;204652981.47;98450250.68;154041317.86;252491568.54;6046833.01;73473936.89;172970798.64
1600200000;3rd;2023;9548949.87;14456326.38;24005276.25;16593578.06;1332651.51;41931505.82;8730868.76;236678635.06;12045868.39;1262806.15;258718178.36;300649684.18;1394985572.04;8191260.99;0.00;0.00;1403176833.03;1703826517.21;463485703.28;34754043.93;313318513.54;4310833.10;0.00;107553048.64;459936439.21;132820774.18;8009570.38;1064252487.05;639574030.16;0.00;0.00;0.00;0.00;261661113.69;0.00;261661113.69;0.00;261661113.69;86717311.89;0.00;0.00;86717311.89;31202302.89;0.00;31202302.89;0.00;117919614.78;783315529.07;1006658979.66;1789974508.73;779764750.72;194324635.29;815885122.72
1600300000;1st;2023;34007449.39;46503437.48;80510886.87;16826166.49;3715951.25;101053004.61;35725777.94;172829994.58;65516274.74;10661827.40;284733874.66;385786879.27;2838408420.00;20042302.48;0.00;0.00;2858450722.48;3244237601.75;909238111.25;20606963.08;538648886.53;0.00;0.00;87046428.64;646302278.25;230147399.55;12125076.40;1797812865.45;1446424736.30;0.00;0.00;0.00;0.00;37296944.39;0.00;37296944.39;0.00;37296944.39;466572447.91;0.00;0.00;466572447.91;45992856.76;0.00;45992856.76;0.00;512565304.67;971156376.02;2487865733.40;3459022109.42;561852382.84;407187769.25;2489981957.33
